t,Va_pu,Vb_pu,Vc_pu,P_meas_MW,P_total_MW,Q_total_Mvar,P_it_MW,P_cool_MW,P_aux_MW,ups_state,soc,vdc_pu,P_batt_MW,cool_stall,P_ai_pu,P_it_served_MW,label,attack_type
0.22,1.05349280338524,1.05349280344789,1.05349280345686,15.543,15.543,6.43825309472004,8.613,5.28,1.65,0,1,1,0,0,0.5,8.613,0,0
0.23,1.0549719127137,1.05497191277428,1.05497191278244,16.2495,16.2495,6.73090096266186,9.0045,5.52,1.725,0,1,1,0,0,0.5,9.0045,0,0
0.24,1.05637537613961,1.05637537619847,1.05637537620594,16.956,16.956,7.02354883060368,9.396,5.76,1.8,0,1,1,0,0,0.5,9.396,0,0
0.25,1.05770780849908,1.05770780855654,1.0577078085634,17.6625,17.6625,7.31619669854549,9.7875,6,1.875,0,1,1,0,0,0.5,9.7875,0,0
0.26,1.05897340435356,1.05897340440989,1.05897340441623,18.369,18.369,7.60884456648732,10.179,6.24,1.95,0,1,1,0,0,0.5,10.179,0,0
0.27,1.06017569224328,1.06017569229874,1.06017569230464,19.0755,19.0755,7.90149243442913,10.5705,6.48,2.025,0,1,1,0,0,0.5,10.5705,0,0
0.28,1.06131776797897,1.06131776803378,1.06131776803931,19.782,19.782,8.19414030237096,10.962,6.72,2.1,0,1,1,0,0,0.5,10.962,0,0
0.29,1.06240237719345,1.06240237724784,1.06240237725306,20.4885,20.4885,8.48678817031277,11.3535,6.96,2.175,0,1,1,0,0,0.5,11.3535,0,0
0.3,1.06343176642904,1.0634317664832,1.06343176648815,21.195,21.195,8.77943603825459,11.745,7.2,2.25,0,1,1,0,0,0.5,11.745,0,0
0.31,1.06440813913072,1.06440813918482,1.06440813918955,21.9015,21.9015,9.07208390619641,12.1365,7.44,2.325,0,1,1,0,0,0.5,12.1365,0,0
0.32,1.06533329534217,1.06533329539637,1.06533329540092,22.608,22.608,9.36473177413823,12.528,7.68,2.4,0,1,1,0,0,0.5,12.528,0,0
0.33,1.06620887140277,1.06620887145723,1.06620887146162,23.3145,23.3145,9.65737964208005,12.9195,7.92,2.475,0,1,1,0,0,0.5,12.9195,0,0
0.34,1.06703632456725,1.0670363246221,1.06703632462637,24.021,24.021,9.95002751002187,13.311,8.16,2.55,0,1,1,0,0,0.5,13.311,0,0
0.35,1.06781696005911,1.06781696011447,1.06781696011863,24.7275,24.7275,10.2426753779637,13.7025,8.4,2.625,0,1,1,0,0,0.5,13.7025,0,0
0.36,1.068551950638,1.06855195069398,1.06855195069806,25.434,25.434,10.5353232459055,14.094,8.64,2.7,0,1,1,0,0,0.5,14.094,0,0
0.37,1.06924234943447,1.06924234949118,1.06924234949519,26.1405,26.1405,10.8279711138473,14.4855,8.88,2.775,0,1,1,0,0,0.5,14.4855,0,0
0.38,1.06988911189591,1.06988911195344,1.0698891119574,26.847,26.847,11.1206189817892,14.877,9.12,2.85,0,1,1,0,0,0.5,14.877,0,0
0.39,1.07049310122992,1.07049310128836,1.07049310129227,27.5535,27.5535,11.413266849731,15.2685,9.36,2.925,0,1,1,0,0,0.5,15.2685,0,0
0.4,1.07105510495678,1.0710551050162,1.07105510502008,28.26,28.26,11.7059147176728,15.66,9.6,3,0,1,1,0,0,0.5,15.66,0,0
0.41,1.07157584597016,1.07157584603064,1.07157584603449,28.9665,28.9665,11.9985625856146,16.0515,9.84,3.075,0,1,1,0,0,0.5,16.0515,0,0
0.42,1.07205599167551,1.0720559917371,1.07205599174094,29.673,29.673,12.2912104535564,16.443,10.08,3.15,0,1,1,0,0,0.5,16.443,0,0
0.43,1.07249618422476,1.07249618428752,1.07249618429135,30.3795,30.3795,12.5838583214983,16.8345,10.32,3.225,0,1,1,0,0,0.5,16.8345,0,0
0.44,1.07289701708969,1.07289701715369,1.0728970171575,31.086,31.086,12.8765061894401,17.226,10.56,3.3,0,1,1,0,0,0.5,17.226,0,0
0.45,1.07325908579841,1.07325908586369,1.0732590858675,31.7925,31.7925,13.1691540573819,17.6175,10.8,3.375,0,1,1,0,0,0.5,17.6175,0,0
0.46,1.0735829801533,1.07358298021991,1.07358298022372,32.499,32.499,13.4618019253237,18.009,11.04,3.45,0,1,1,0,0,0.5,18.009,0,0
0.47,1.07386930037571,1.07386930044369,1.0738693004475,33.2055,33.2055,13.7544497932655,18.4005,11.28,3.525,0,1,1,0,0,0.5,18.4005,0,0
0.48,1.07411868773886,1.07411868780825,1.07411868781205,33.912,33.912,14.0470976612074,18.792,11.52,3.6,0,1,1,0,0,0.5,18.792,0,0
0.49,1.07433174985831,1.07433174992912,1.07433174993294,34.6185,34.6185,14.3397455291492,19.1835,11.76,3.675,0,1,1,0,0,0.5,19.1835,0,0
0.5,1.07450925840076,1.07450925847304,1.07450925847687,35.325,35.325,14.632393397091,19.575,12,3.75,0,1,1,0,0,0.5,19.575,0,0
0.51,1.07465244891436,1.07465244898813,1.07465244899196,36.0315,36.0315,14.9250412650328,19.9665,12.24,3.825,0,1,1,0,0,0.5,19.9665,0,0
0.52,1.07477361733717,1.07477361741228,1.07477361741598,36.738,36.738,15.2176891329746,20.358,12.48,3.9,0,1,1,0,0,0.5,20.358,0,0
0.53,1.07533347359624,1.07533347366619,1.07533347366374,37.4445,37.4445,15.5103370009164,20.7495,12.72,3.975,0,1,1,0,0,0.5,20.7495,0,0
0.54,1.0748691219383,1.07486912203223,1.07486912202668,38.151,38.151,15.8029848688583,21.141,12.96,4.05,0,1,1,0,0,0.5,21.141,0,0
0.55,1.07488921167258,1.07488921174515,1.07488921174751,38.8575,38.8575,16.0956327368001,21.5325,13.2,4.125,0,1,1,0,0,0.5,21.5325,0,0
0.56,1.07486750389458,1.07486750397841,1.07486750398588,39.564,39.564,16.3882806047419,21.924,13.44,4.2,0,1,1,0,0,0.5,21.924,0,0
0.57,1.07481824781388,1.07481824789734,1.07481824789816,40.2705,40.2705,16.6809284726837,22.3155,13.68,4.275,0,1,1,0,0,0.5,22.3155,0,0
0.58,1.07474046224249,1.07474046232648,1.07474046233236,40.977,40.977,16.9735763406255,22.707,13.92,4.35,0,1,1,0,0,0.5,22.707,0,0
0.59,1.07463477570302,1.07463477579042,1.07463477579329,41.6835,41.6835,17.2662242085674,23.0985,14.16,4.425,0,1,1,0,0,0.5,23.0985,0,0
0.6,1.0745022903184,1.07450229040591,1.0745022904104,42.39,42.39,17.5588720765092,23.49,14.4,4.5,0,1,1,0,0,0.5,23.49,0,0
0.61,1.07434384950336,1.07434384959343,1.07434384959753,43.0965,43.0965,17.851519944451,23.8815,14.64,4.575,0,1,1,0,0,0.5,23.8815,0,0
0.62,1.07416015705385,1.07416015714514,1.07416015714929,43.803,43.803,18.1441678123928,24.273,14.88,4.65,0,1,1,0,0,0.5,24.273,0,0
0.63,1.07395171732708,1.07395171742014,1.07395171742457,44.5095,44.5095,18.4368156803346,24.6645,15.12,4.725,0,1,1,0,0,0.5,24.6645,0,0
0.64,1.07371913866695,1.07371913876185,1.07371913876601,45.216,45.216,18.7294635482765,25.056,15.36,4.8,0,1,1,0,0,0.5,25.056,0,0
0.65,1.07346312863515,1.07346312873158,1.07346312873608,45.9225,45.9225,19.0221114162183,25.4475,15.6,4.875,0,1,1,0,0,0.5,25.4475,0,0
0.66,1.07318432268914,1.07318432278739,1.07318432279182,46.629,46.629,19.3147592841601,25.839,15.84,4.95,0,1,1,0,0,0.5,25.839,0,0
0.67,1.07288334813663,1.07288334823639,1.07288334824104,47.3355,47.3355,19.6074071521019,26.2305,16.08,5.025,0,1,1,0,0,0.5,26.2305,0,0
0.68,1.07256077784614,1.07256077794775,1.0725607779525,48.042,48.042,19.9000550200437,26.622,16.32,5.1,0,1,1,0,0,0.5,26.622,0,0
0.69,1.07221713729266,1.07221713739589,1.07221713740076,48.7485,48.7485,20.1927028879856,27.0135,16.56,5.175,0,1,1,0,0,0.5,27.0135,0,0
0.7,1.07185289473043,1.07185289483536,1.07185289484043,49.455,49.455,20.4853507559274,27.405,16.8,5.25,0,1,1,0,0,0.5,27.405,0,0
0.71,1.07146847182214,1.07146847192873,1.07146847193392,50.1615,50.1615,20.7779986238692,27.7965,17.04,5.325,0,1,1,0,0,0.5,27.7965,0,0
0.72,1.07106424671111,1.07106424681942,1.07106424682485,50.868,50.868,21.070646491811,28.188,17.28,5.4,0,1,1,0,0,0.5,28.188,0,0
0.73,1.0706405690533,1.0706405691633,1.07064056916887,51.5745,51.5745,21.3632943597528,28.5795,17.52,5.475,0,1,1,0,0,0.5,28.5795,0,0
0.74,1.07019779370331,1.0701977938149,1.07019779382081,52.281,52.281,21.6559422276947,28.971,17.76,5.55,0,1,1,0,0,0.5,28.971,0,0
0.75,1.0697361494345,1.0697361495479,1.06973614955392,52.9875,52.9875,21.9485900956365,29.3625,18,5.625,0,1,1,0,0,0.5,29.3625,0,0
0.76,1.06925603794917,1.06925603806421,1.06925603807046,53.694,53.694,22.2412379635783,29.754,18.24,5.7,0,1,1,0,0,0.5,29.754,0,0
0.77,1.0687577571671,1.06875775728384,1.06875775729035,54.4005,54.4005,22.5338858315201,30.1455,18.48,5.775,0,1,1,0,0,0.5,30.1455,0,0
0.78,1.06824165327203,1.06824165339045,1.0682416533972,55.107,55.107,22.8265336994619,30.537,18.72,5.85,0,1,1,0,0,0.5,30.537,0,0
0.79,1.06770810147277,1.06770810159286,1.0677081015999,55.8135,55.8135,23.1191815674038,30.9285,18.96,5.925,0,1,1,0,0,0.5,30.9285,0,0
0.8,1.06715751325506,1.06715751337683,1.06715751338414,56.52,56.52,23.4118294353456,31.32,19.2,6,0,1,1,0,0,0.5,31.32,0,0
0.81,1.06659034211175,1.06659034223519,1.0665903422428,57.2265,57.2265,23.7044773032874,31.7115,19.44,6.075,0,1,1,0,0,0.5,31.7115,0,0
0.82,1.06600708762153,1.06600708774664,1.06600708775456,57.933,57.933,23.9971251712292,32.103,19.68,6.15,0,1,1,0,0,0.5,32.103,0,0
0.83,1.06540829783455,1.06540829796134,1.06540829796957,58.6395,58.6395,24.289773039171,32.4945,19.92,6.225,0,1,1,0,0,0.5,32.4945,0,0
0.84,1.06479457122095,1.06479457134944,1.06479457135797,59.346,59.346,24.5824209071129,32.886,20.16,6.3,0,1,1,0,0,0.5,32.886,0,0
0.85,1.06416654943728,1.06416654956737,1.06416654957629,60.0525,60.0525,24.8750687750547,33.2775,20.4,6.375,0,1,1,0,0,0.5,33.2775,0,0
0.86,1.06352492779389,1.06352492792568,1.06352492793493,60.759,60.759,25.1677166429965,33.669,20.64,6.45,0,1,1,0,0,0.5,33.669,0,0
0.87,1.06287036677316,1.06287036690661,1.06287036691617,61.4655,61.4655,25.4603645109383,34.0605,20.88,6.525,0,1,1,0,0,0.5,34.0605,0,0
0.88,1.06220336717269,1.06220336730777,1.06220336731778,62.172,62.172,25.7530123788801,34.452,21.12,6.6,0,1,1,0,0,0.5,34.452,0,0
0.89,1.061524535263,1.06152453539977,1.06152453541011,62.8785,62.8785,26.045660246822,34.8435,21.36,6.675,0,1,1,0,0,0.5,34.8435,0,0
0.9,1.06083456718061,1.06083456731902,1.06083456732976,63.585,63.585,26.3383081147638,35.235,21.6,6.75,0,1,1,0,0,0.5,35.235,0,0
0.91,1.0601342277563,1.06013422789638,1.06013422790751,64.2915,64.2915,26.6309559827056,35.6265,21.84,6.825,0,1,1,0,0,0.5,35.6265,0,0
0.92,1.05942432776146,1.05942432790318,1.05942432791471,64.998,64.998,26.9236038506474,36.018,22.08,6.9,0,1,1,0,0,0.5,36.018,0,0
0.93,1.0587057100443,1.05870571018769,1.05870571019962,65.7045,65.7045,27.2162517185892,36.4095,22.32,6.975,0,1,1,0,0,0.5,36.4095,0,0
0.94,1.05797924146197,1.05797924160701,1.05797924161935,66.411,66.411,27.5088995865311,36.801,22.56,7.05,0,1,1,0,0,0.5,36.801,0,0
0.95,1.05724580842634,1.05724580857304,1.0572458085858,67.1175,67.1175,27.8015474544729,37.1925,22.8,7.125,0,1,1,0,0,0.5,37.1925,0,0
0.96,1.0565063399858,1.05650634013421,1.05650634014727,67.824,67.824,28.0941953224147,37.584,23.04,7.2,0,1,1,0,0,0.5,37.584,0,0
0.97,1.05576168380958,1.05576168395945,1.05576168397313,68.5305,68.5305,28.3868431903565,37.9755,23.28,7.275,0,1,1,0,0,0.5,37.9755,0,0
0.98,1.05501284660145,1.0550128467532,1.05501284676721,69.237,69.237,28.6794910582983,38.367,23.52,7.35,0,1,1,0,0,0.5,38.367,0,0
0.99,1.05426076795794,1.05426076811125,1.05426076812567,69.9435,69.9435,28.9721389262402,38.7585,23.76,7.425,0,1,1,0,0,0.5,38.7585,0,0
1,1.05350642578512,1.05350642594014,1.05350642595502,70.65,70.65,29.264786794182,39.15,24,7.5,0,1,1,0,0,0.5,39.15,0,0
1.01,1.05275085819463,1.05275085835129,1.05275085836646,71.3565,71.3565,29.5574346621238,39.5415,24.24,7.575,0,1,1,0,0,0.5,39.5415,0,0
1.02,1.05199502953972,1.05199502969804,1.0519950297137,72.063,72.063,29.8500825300656,39.933,24.48,7.65,0,1,1,0,0,0.5,39.933,0,0
1.03,1.05124003177099,1.05124003193102,1.05124003194704,72.7695,72.7695,30.1427303980074,40.3245,24.72,7.725,0,1,1,0,0,0.5,40.3245,0,0
1.04,1.05048695856325,1.05048695872497,1.05048695874145,73.476,73.476,30.4353782659493,40.716,24.96,7.8,0,1,1,0,0,0.5,40.716,0,0
1.05,1.0497369331021,1.04973693326553,1.04973693328238,74.1825,74.1825,30.7280261338911,41.1075,25.2,7.875,0,1,1,0,0,0.5,41.1075,0,0
1.06,1.04899111223515,1.04899111240027,1.04899111241755,74.889,74.889,31.0206740018329,41.499,25.44,7.95,0,1,1,0,0,0.5,41.499,0,0
1.07,1.04825068396261,1.04825068412946,1.04825068414711,75.5955,75.5955,31.3133218697747,41.8905,25.68,8.025,0,1,1,0,0,0.5,41.8905,0,0
1.08,1.04751686529993,1.04751686546851,1.04751686548655,76.302,76.302,31.6059697377165,42.282,25.92,8.1,0,1,1,0,0,0.5,42.282,0,0
1.09,1.04679089860952,1.04679089877983,1.04679089879824,77.0085,77.0085,31.8986176056584,42.6735,26.16,8.175,0,1,1,0,0,0.5,42.6735,0,0
1.1,1.04607404666844,1.04607404684051,1.04607404685927,77.715,77.715,32.1912654736002,43.065,26.4,8.25,0,1,1,0,0,0.5,43.065,0,0
1.11,1.04536746843019,1.04536746860401,1.04536746862312,78.4215,78.4215,32.483913341542,43.4565,26.64,8.325,0,1,1,0,0,0.5,43.4565,0,0
1.12,1.04467156585326,1.04467156602886,1.0446715660483,79.128,79.128,32.7765612094838,43.848,26.88,8.4,0,1,1,0,0,0.5,43.848,0,0
1.13,1.04398667229721,1.0439866724746,1.04398667249435,79.8345,79.8345,33.0692090774256,44.2395,27.12,8.475,0,1,1,0,0,0.5,44.2395,0,0
1.14,1.04331349470415,1.04331349488334,1.04331349490338,80.541,80.541,33.3618569453675,44.631,27.36,8.55,0,1,1,0,0,0.5,44.631,0,0
1.15,1.04265297568479,1.04265297586579,1.04265297588611,81.2475,81.2475,33.6545048133093,45.0225,27.6,8.625,0,1,1,0,0,0.5,45.0225,0,0
1.16,1.04200618436996,1.0420061845528,1.04200618457338,81.954,81.954,33.9471526812511,45.414,27.84,8.7,0,1,1,0,0,0.5,45.414,0,0
1.17,1.0413742503994,1.04137425058406,1.04137425060488,82.6605,82.6605,34.2398005491929,45.8055,28.08,8.775,0,1,1,0,0,0.5,45.8055,0,0
1.18,1.04075831558055,1.04075831576708,1.04075831578813,83.367,83.367,34.5324484171347,46.197,28.32,8.85,0,1,1,0,0,0.5,46.197,0,0
1.19,1.04015950706286,1.04015950725126,1.04015950727251,84.0735,84.0735,34.8250962850766,46.5885,28.56,8.925,0,1,1,0,0,0.5,46.5885,0,0
1.2,1.03957891272275,1.03957891291303,1.03957891293446,84.78,84.78,35.1177441530184,46.98,28.8,9,0,1,1,0,0,0.5,46.98,0,0
1.21,1.03901756372531,1.03901756391751,1.03901756393909,85.4865,85.4865,35.4103920209602,47.3715,29.04,9.075,0,1,1,0,0,0.5,47.3715,0,0
1.22,1.03847642025146,1.03847642044557,1.03847642046729,86.193,86.193,35.703039888902,47.763,29.28,9.15,0,1,1,0,0,0.5,47.763,0,0
1.23,1.03795635997062,1.03795636016667,1.0379563601885,86.8995,86.8995,35.9956877568438,48.1545,29.52,9.225,0,1,1,0,0,0.5,48.1545,0,0
1.24,1.03745816886246,1.03745816906046,1.03745816908238,87.606,87.606,36.2883356247857,48.546,29.76,9.3,0,1,1,0,0,0.5,48.546,0,0
1.25,1.03698253408427,1.03698253428424,1.03698253430622,88.3125,88.3125,36.5809834927275,48.9375,30,9.375,0,1,1,0,0,0.5,48.9375,0,0
1.26,1.03653003869458,1.03653003889652,1.03653003891855,89.019,89.019,36.8736313606693,49.329,30.24,9.45,0,1,1,0,0,0.5,49.329,0,0
1.27,1.03610115807346,1.0361011582774,1.03610115829944,89.7255,89.7255,37.1662792286111,49.7205,30.48,9.525,0,1,1,0,0,0.5,49.7205,0,0
1.28,1.03569625787837,1.03569625808432,1.03569625810636,90.432,90.432,37.4589270965529,50.112,30.72,9.6,0,1,1,0,0,0.5,50.112,0,0
1.29,1.0353155923658,1.03531559257375,1.03531559259576,91.1385,91.1385,37.7515749644948,50.5035,30.96,9.675,0,1,1,0,0,0.5,50.5035,0,0
1.3,1.03495930980596,1.03495931001598,1.03495931003795,91.845,91.845,38.0442228324366,50.895,31.2,9.75,0,1,1,0,0,0.5,50.895,0,0
1.31,1.03462744441604,1.0346274446281,1.03462744464998,92.5515,92.5515,38.3368707003784,51.2865,31.44,9.825,0,1,1,0,0,0.5,51.2865,0,0
1.32,1.03431992814606,1.03431992836018,1.03431992838198,93.258,93.258,38.6295185683202,51.678,31.68,9.9,0,1,1,0,0,0.5,51.678,0,0
1.33,1.03403658878915,1.03403658900535,1.03403658902702,93.9645,93.9645,38.922166436262,52.0695,31.92,9.975,0,1,1,0,0,0.5,52.0695,0,0
1.34,1.03377715513323,1.03377715535152,1.03377715537305,94.671,94.671,39.2148143042039,52.461,32.16,10.05,0,1,1,0,0,0.5,52.461,0,0
1.35,1.03354125925502,1.03354125947541,1.03354125949678,95.3775,95.3775,39.5074621721457,52.8525,32.4,10.125,0,1,1,0,0,0.5,52.8525,0,0
1.36,1.0333284415591,1.0333284417816,1.03332844180279,96.084,96.084,39.8001100400875,53.244,32.64,10.2,0,1,1,0,0,0.5,53.244,0,0
1.37,1.03313815424867,1.03313815447329,1.03313815449428,96.7905,96.7905,40.0927579080293,53.6355,32.88,10.275,0,1,1,0,0,0.5,53.6355,0,0
1.38,1.03296976485932,1.03296976508606,1.03296976510683,97.497,97.497,40.3854057759711,54.027,33.12,10.35,0,1,1,0,0,0.5,54.027,0,0
1.39,1.03282255987114,1.03282256010001,1.03282256012054,98.2035,98.2035,40.678053643913,54.4185,33.36,10.425,0,1,1,0,0,0.5,54.4185,0,0
1.4,1.03269574794094,1.03269574817196,1.03269574819224,98.91,98.91,40.9707015118548,54.81,33.6,10.5,0,1,1,0,0,0.5,54.81,0,0
1.41,1.03258845359626,1.0325884538294,1.0325884538494,99.6165,99.6165,41.2633493797966,55.2015,33.84,10.575,0,1,1,0,0,0.5,55.2015,0,0
1.42,1.03249976785531,1.03249976809064,1.03249976811036,100.323,100.323,41.5559972477384,55.593,34.08,10.65,0,1,1,0,0,0.5,55.593,0,0
1.43,1.0324286514943,1.03242865173177,1.03242865175119,101.0295,101.0295,41.8486451156802,55.9845,34.32,10.725,0,1,1,0,0,0.5,55.9845,0,0
1.44,1.03237404128319,1.03237404152282,1.03237404154194,101.736,101.736,42.1412929836221,56.376,34.56,10.8,0,1,1,0,0,0.5,56.376,0,0
1.45,1.03233479674042,1.03233479698222,1.03233479700102,102.4425,102.4425,42.4339408515639,56.7675,34.8,10.875,0,1,1,0,0,0.5,56.7675,0,0
1.46,1.03230971530088,1.03230971554484,1.0323097155633,103.149,103.149,42.7265887195057,57.159,35.04,10.95,0,1,1,0,0,0.5,57.159,0,0
1.47,1.032297534197,1.03229753444312,1.03229753446125,103.8555,103.8555,43.0192365874475,57.5505,35.28,11.025,0,1,1,0,0,0.5,57.5505,0,0
1.48,1.03229693327587,1.03229693352417,1.03229693354195,104.562,104.562,43.3118844553893,57.942,35.52,11.1,0,1,1,0,0,0.5,57.942,0,0
1.49,1.03230653815386,1.03230653840432,1.03230653842175,105.2685,105.2685,43.6045323233311,58.3335,35.76,11.175,0,1,1,0,0,0.5,58.3335,0,0
1.5,1.03232492398932,1.03232492424195,1.03232492425901,105.975,105.975,43.897180191273,58.725,36,11.25,0,1,1,0,0,0.5,58.725,0,0
1.51,1.03235062051928,1.03235062077408,1.03235062079075,106.6815,106.6815,44.1898280592148,59.1165,36.24,11.325,0,1,1,0,0,0.5,59.1165,0,0
1.52,1.03238212029662,1.03238212055359,1.0323821205698,107.388,107.388,44.4824759271566,59.508,36.48,11.4,0,1,1,0,0,0.5,59.508,0,0
1.53,1.03241791944217,1.03241791970124,1.03241791971729,108.0945,108.0945,44.7751237950984,59.8995,36.72,11.475,0,1,1,0,0,0.5,59.8995,0,0
1.54,1.03245620570272,1.032456205964,1.03245620597954,108.801,108.801,45.0677716630402,60.291,36.96,11.55,0,1,1,0,0,0.5,60.291,0,0
1.55,1.03249561382108,1.03249561408445,1.03249561409976,109.5075,109.5075,45.3604195309821,60.6825,37.2,11.625,0,1,1,0,0,0.5,60.6825,0,0
1.56,1.03253445222901,1.03253445249457,1.03253445250947,110.214,110.214,45.6530673989239,61.074,37.44,11.7,0,1,1,0,0,0.5,61.074,0,0
1.57,1.03257107062217,1.03257107088983,1.0325710709044,110.9205,110.9205,45.9457152668657,61.4655,37.68,11.775,0,1,1,0,0,0.5,61.4655,0,0
1.58,1.03260382326202,1.03260382353182,1.03260382354605,111.627,111.627,46.2383631348075,61.857,37.92,11.85,0,1,1,0,0,0.5,61.857,0,0
1.59,1.03263107366454,1.03263107393645,1.03263107395035,112.3335,112.3335,46.5310110027494,62.2485,38.16,11.925,0,1,1,0,0,0.5,62.2485,0,0
1.6,1.03265119618126,1.03265119645529,1.03265119646886,113.04,113.04,46.8236588706912,62.64,38.4,12,0,1,1,0,0,0.5,62.64,0,0
1.61,1.03266258672981,1.03266258700594,1.0326625870192,113.7465,113.7465,47.116306738633,63.0315,38.64,12.075,0,1,1,0,0,0.5,63.0315,0,0
1.62,1.03266367014789,1.03266367042611,1.03266367043907,114.453,114.453,47.4089546065748,63.423,38.88,12.15,0,1,1,0,0,0.5,63.423,0,0
1.63,1.03265290821382,1.03265290849412,1.03265290850679,115.1595,115.1595,47.7016024745166,63.8145,39.12,12.225,0,1,1,0,0,0.5,63.8145,0,0
1.64,1.03262880703614,1.03262880731852,1.03262880733091,115.866,115.866,47.9942503424585,64.206,39.36,12.3,0,1,1,0,0,0.5,64.206,0,0
1.65,1.0325899240353,1.03258992431975,1.03258992433188,116.5725,116.5725,48.2868982104003,64.5975,39.6,12.375,0,1,1,0,0,0.5,64.5975,0,0
1.66,1.03253487429798,1.03253487458448,1.03253487459637,117.279,117.279,48.5795460783421,64.989,39.84,12.45,0,1,1,0,0,0.5,64.989,0,0
1.67,1.03246233609084,1.03246233637935,1.03246233639105,117.9855,117.9855,48.8721939462839,65.3805,40.08,12.525,0,1,1,0,0,0.5,65.3805,0,0
1.68,1.03237105641919,1.03237105670979,1.03237105672124,118.692,118.692,49.1648418142257,65.772,40.32,12.6,0,1,1,0,0,0.5,65.772,0,0
1.69,1.03225985366322,1.03225985395583,1.03225985396708,119.3985,119.3985,49.4574896821676,66.1635,40.56,12.675,0,1,1,0,0,0.5,66.1635,0,0
1.7,1.03212762231779,1.03212762261243,1.03212762262352,120.105,120.105,49.7501375501094,66.555,40.8,12.75,0,1,1,0,0,0.5,66.555,0,0
1.71,1.03197333452433,1.03197333482098,1.03197333483191,120.8115,120.8115,50.0427854180512,66.9465,41.04,12.825,0,1,1,0,0,0.5,66.9465,0,0
1.72,1.03179604180719,1.03179604210584,1.03179604211664,121.518,121.518,50.335433285993,67.338,41.28,12.9,0,1,1,0,0,0.5,67.338,0,0
1.73,1.03159487624008,1.03159487654073,1.03159487655141,122.2245,122.2245,50.6280811539348,67.7295,41.52,12.975,0,1,1,0,0,0.5,67.7295,0,0
1.74,1.031369049584,1.03136904988664,1.03136904989722,122.931,122.931,50.9207290218766,68.121,41.76,13.05,0,1,1,0,0,0.5,68.121,0,0
1.75,1.03111785031299,1.03111785061759,1.03111785062811,123.6375,123.6375,51.2133768898185,68.5125,42,13.125,0,1,1,0,0,0.5,68.5125,0,0
1.76,1.03084031336368,1.03084031367026,1.03084031368073,124.344,124.344,51.5060247577603,68.904,42.24,13.2,0,1,1,0,0,0.5,68.904,0,0
1.77,1.03053500996957,1.03053501027811,1.03053501028856,125.0505,125.0505,51.7986726257021,69.2955,42.48,13.275,0,1,1,0,0,0.5,69.2955,0,0
1.78,1.03020078317507,1.03020078348556,1.030200783496,125.757,125.757,52.0913204936439,69.687,42.72,13.35,0,1,1,0,0,0.5,69.687,0,0
1.79,1.02983679567377,1.0298367959862,1.02983679599667,126.4635,126.4635,52.3839683615857,70.0785,42.96,13.425,0,1,1,0,0,0.5,70.0785,0,0
1.8,1.02944243294726,1.02944243326166,1.02944243327215,127.17,127.17,52.6766162295276,70.47,43.2,13.5,0,1,1,0,0,0.5,70.47,0,0
1.81,1.0290172439749,1.02901724429118,1.02901724430177,127.8765,127.8765,52.9692640974694,70.8615,43.44,13.575,0,1,1,0,0,0.5,70.8615,0,0
1.82,1.02856090285325,1.02856090317148,1.02856090318215,128.583,128.583,53.2619119654112,71.253,43.68,13.65,0,1,1,0,0,0.5,71.253,0,0
1.83,1.02807318907532,1.02807318939545,1.02807318940624,129.2895,129.2895,53.554559833353,71.6445,43.92,13.725,0,1,1,0,0,0.5,71.6445,0,0
1.84,1.02755397229438,1.02755397261643,1.02755397262737,129.996,129.996,53.8472077012948,72.036,44.16,13.8,0,1,1,0,0,0.5,72.036,0,0
1.85,1.02700320255953,1.02700320288349,1.02700320289459,130.7025,130.7025,54.1398555692367,72.4275,44.4,13.875,0,1,1,0,0,0.5,72.4275,0,0
1.86,1.02642090314486,1.02642090347073,1.02642090348202,131.409,131.409,54.4325034371785,72.819,44.64,13.95,0,1,1,0,0,0.5,72.819,0,0
1.87,1.02580716497251,1.02580716530027,1.02580716531178,132.1155,132.1155,54.7251513051203,73.2105,44.88,14.025,0,1,1,0,0,0.5,73.2105,0,0
1.88,1.02516214215458,1.02516214248423,1.02516214249598,132.822,132.822,55.0177991730621,73.602,45.12,14.1,0,1,1,0,0,0.5,73.602,0,0
1.89,1.02448604832883,1.02448604866039,1.02448604867239,133.5285,133.5285,55.3104470410039,73.9935,45.36,14.175,0,1,1,0,0,0.5,73.9935,0,0
1.9,1.02377915356981,1.02377915390326,1.02377915391555,134.235,134.235,55.6030949089458,74.385,45.6,14.25,0,1,1,0,0,0.5,74.385,0,0
1.91,1.02304178173051,1.02304178206584,1.02304178207844,134.9415,134.9415,55.8957427768876,74.7765,45.84,14.325,0,1,1,0,0,0.5,74.7765,0,0
1.92,1.02227426859949,1.02227426893672,1.02227426894965,135.648,135.648,56.1883906448294,75.168,46.08,14.4,0,1,1,0,0,0.5,75.168,0,0
1.93,1.02147715697125,1.02147715731034,1.02147715732364,136.3545,136.3545,56.4810385127712,75.5595,46.32,14.475,0,1,1,0,0,0.5,75.5595,0,0
1.94,1.02065080117154,1.02065080151254,1.0206508015262,137.061,137.061,56.773686380713,75.951,46.56,14.55,0,1,1,0,0,0.5,75.951,0,0
1.95,1.01979575697697,1.01979575731985,1.01979575733391,137.7675,137.7675,57.0663342486549,76.3425,46.8,14.625,0,1,1,0,0,0.5,76.3425,0,0
